Номер;Наименование и техническая характеристика;Тип, марка, обозначение документа, опросного листа;Код продукции;Поставщик;Ед. измере-ния;Кол.;Масса 1 ед., кг;Примечание
3.3.1;Шнур оптический патчкорд SC-SC, 1м, одинарный;NMF-PC1S2C2-SCU-SCU-001;;;шт.;4;0,1;ПВП км 147, км 208
